	TP	TN	FP	FN	image1	image2
3_118	22.0	0.0	239.0	3.0	3.0	118.0
190_2883	12.0	0.0	249.0	3.0	190.0	2883.0
118_122	12.0	0.0	251.0	1.0	118.0	122.0
135_164	20.0	0.0	241.0	3.0	135.0	164.0
140_190	23.0	0.0	238.0	3.0	140.0	190.0
3131_8820	12.0	0.0	250.0	2.0	3131.0	8820.0
188_1587	8.0	1.0	250.0	5.0	188.0	1587.0
144_3164	13.0	0.0	250.0	1.0	144.0	3164.0
3185_3186	23.0	0.0	237.0	4.0	3185.0	3186.0
154_1585	17.0	0.0	244.0	3.0	154.0	1585.0
136_8730	15.0	0.0	239.0	10.0	136.0	8730.0
394_3040	9.0	0.0	252.0	3.0	394.0	3040.0
144_412	15.0	0.0	245.0	4.0	144.0	412.0
3164_3194	13.0	0.0	247.0	4.0	3164.0	3194.0
1587_3040	3.0	0.0	260.0	1.0	1587.0	3040.0
183_1585	13.0	0.0	247.0	4.0	183.0	1585.0
116_2863	6.0	0.0	257.0	1.0	116.0	2863.0
394_3162	10.0	0.0	252.0	2.0	394.0	3162.0
401_3179	18.0	0.0	236.0	10.0	401.0	3179.0
394_1584	10.0	0.0	249.0	5.0	394.0	1584.0
165_8820	19.0	0.0	241.0	4.0	165.0	8820.0
3129_3131	21.0	0.0	238.0	5.0	3129.0	3131.0
419_3041	15.0	0.0	245.0	4.0	419.0	3041.0
2963_10924	5.0	0.0	257.0	2.0	2963.0	10924.0
146_172	29.0	0.0	227.0	8.0	146.0	172.0
122_186	13.0	0.0	246.0	5.0	122.0	186.0
3185_3187	21.0	0.0	240.0	3.0	3185.0	3187.0
401_3158	10.0	0.0	250.0	4.0	401.0	3158.0
146_173	29.0	0.0	228.0	7.0	146.0	173.0
3131_10924	13.0	0.0	249.0	2.0	3131.0	10924.0
2714_3186	19.0	0.0	236.0	9.0	2714.0	3186.0
4_118	11.0	0.0	252.0	1.0	4.0	118.0
149_3180	18.0	0.0	242.0	4.0	149.0	3180.0
141_142	28.0	0.0	233.0	3.0	141.0	142.0
138_3131	14.0	0.0	241.0	9.0	138.0	3131.0
142_1750	25.0	0.0	231.0	8.0	142.0	1750.0
1585_3175	14.0	0.0	247.0	3.0	1585.0	3175.0
412_3180	6.0	0.0	253.0	5.0	412.0	3180.0
1750_2714	15.0	0.0	237.0	12.0	1750.0	2714.0
157_407	20.0	0.0	237.0	7.0	157.0	407.0
157_8820	13.0	0.0	246.0	5.0	157.0	8820.0
3158_3162	3.0	0.0	260.0	1.0	3158.0	3162.0
183_3180	10.0	0.0	246.0	8.0	183.0	3180.0
144_420	19.0	0.0	242.0	3.0	144.0	420.0
1750_3175	20.0	0.0	237.0	7.0	1750.0	3175.0
122_2729	7.0	0.0	255.0	2.0	122.0	2729.0
136_2718	13.0	0.0	245.0	6.0	136.0	2718.0
395_3129	17.0	0.0	242.0	5.0	395.0	3129.0
109_8625	9.0	0.0	248.0	7.0	109.0	8625.0
2826_8730	19.0	0.0	236.0	9.0	2826.0	8730.0
136_3129	18.0	0.0	237.0	9.0	136.0	3129.0
165_172	29.0	0.0	226.0	9.0	165.0	172.0
147_3131	25.0	0.0	236.0	3.0	147.0	3131.0
154_3180	17.0	0.0	243.0	4.0	154.0	3180.0
178_1586	12.0	0.0	246.0	6.0	178.0	1586.0
3192_8730	22.0	0.0	235.0	7.0	3192.0	8730.0
3_173	25.0	0.0	231.0	8.0	3.0	173.0
2723_2883	5.0	0.0	258.0	1.0	2723.0	2883.0
149_8820	18.0	0.0	243.0	3.0	149.0	8820.0
122_2863	8.0	0.0	254.0	2.0	122.0	2863.0
149_412	20.0	0.0	239.0	5.0	149.0	412.0
3039_8727	2.0	0.0	259.0	3.0	3039.0	8727.0
177_3185	12.0	0.0	250.0	2.0	177.0	3185.0
157_190	22.0	0.0	236.0	6.0	157.0	190.0
122_8718	4.0	0.0	259.0	1.0	122.0	8718.0
1583_3193	21.0	0.0	235.0	8.0	1583.0	3193.0
2731_10924	7.0	0.0	255.0	2.0	2731.0	10924.0
147_3186	26.0	0.0	233.0	5.0	147.0	3186.0
138_177	6.0	0.0	251.0	7.0	138.0	177.0
116_3162	3.0	0.0	261.0	0.0	116.0	3162.0
111_8625	1.0	1.0	255.0	7.0	111.0	8625.0
2718_10924	7.0	0.0	253.0	4.0	2718.0	10924.0
118_3142	13.0	0.0	246.0	5.0	118.0	3142.0
138_3156	5.0	0.0	250.0	9.0	138.0	3156.0
2883_3173	12.0	0.0	249.0	3.0	2883.0	3173.0
154_2723	19.0	0.0	243.0	2.0	154.0	2723.0
118_3154	17.0	0.0	244.0	3.0	118.0	3154.0
139_2824	23.0	0.0	238.0	3.0	139.0	2824.0
149_3041	25.0	0.0	236.0	3.0	149.0	3041.0
3_401	20.0	0.0	236.0	8.0	3.0	401.0
116_3156	3.0	0.0	261.0	0.0	116.0	3156.0
166_1585	22.0	0.0	237.0	5.0	166.0	1585.0
135_166	30.0	0.0	229.0	5.0	135.0	166.0
2723_3192	18.0	0.0	244.0	2.0	2723.0	3192.0
141_2718	12.0	0.0	246.0	6.0	141.0	2718.0
2824_8727	13.0	0.0	249.0	2.0	2824.0	8727.0
109_3191	21.0	0.0	238.0	5.0	109.0	3191.0
119_418	14.0	0.0	245.0	5.0	119.0	418.0
142_3185	29.0	0.0	231.0	4.0	142.0	3185.0
183_3179	22.0	0.0	234.0	8.0	183.0	3179.0
188_419	13.0	1.0	243.0	7.0	188.0	419.0
139_8730	20.0	0.0	238.0	6.0	139.0	8730.0
120_3160	11.0	0.0	251.0	2.0	120.0	3160.0
187_401	19.0	0.0	240.0	5.0	187.0	401.0
139_10924	14.0	0.0	247.0	3.0	139.0	10924.0
183_2863	13.0	0.0	244.0	7.0	183.0	2863.0
172_2723	17.0	0.0	242.0	5.0	172.0	2723.0
2714_8718	7.0	0.0	249.0	8.0	2714.0	8718.0
407_2731	13.0	0.0	247.0	4.0	407.0	2731.0
147_1587	16.0	0.0	245.0	3.0	147.0	1587.0
190_3154	19.0	0.0	240.0	5.0	190.0	3154.0
166_412	24.0	0.0	233.0	7.0	166.0	412.0
2718_2826	12.0	0.0	242.0	10.0	2718.0	2826.0
135_178	13.0	1.0	247.0	3.0	135.0	178.0
3188_8727	11.0	0.0	249.0	4.0	3188.0	8727.0
3186_8718	12.0	0.0	249.0	3.0	3186.0	8718.0
143_3188	21.0	0.0	240.0	3.0	143.0	3188.0
146_165	32.0	0.0	225.0	7.0	146.0	165.0
407_3158	12.0	1.0	249.0	2.0	407.0	3158.0
140_186	21.0	0.0	237.0	6.0	140.0	186.0
188_2963	9.0	1.0	249.0	5.0	188.0	2963.0
136_1586	14.0	0.0	239.0	11.0	136.0	1586.0
415_3193	14.0	0.0	246.0	4.0	415.0	3193.0
120_1587	10.0	0.0	251.0	3.0	120.0	1587.0
3164_3192	15.0	0.0	246.0	3.0	3164.0	3192.0
141_3040	12.0	0.0	251.0	1.0	141.0	3040.0
142_2723	22.0	0.0	240.0	2.0	142.0	2723.0
3156_3188	13.0	0.0	249.0	2.0	3156.0	3188.0
3_136	17.0	0.0	236.0	11.0	3.0	136.0
415_3194	14.0	0.0	244.0	6.0	415.0	3194.0
146_1585	18.0	0.0	242.0	4.0	146.0	1585.0
109_159	16.0	0.0	244.0	4.0	109.0	159.0
3_2883	11.0	0.0	246.0	7.0	3.0	2883.0
119_2718	11.0	0.0	248.0	5.0	119.0	2718.0
120_159	18.0	0.0	244.0	2.0	120.0	159.0
3_2866	15.0	0.0	244.0	5.0	3.0	2866.0
141_154	25.0	0.0	236.0	3.0	141.0	154.0
116_1750	9.0	0.0	250.0	5.0	116.0	1750.0
186_2866	11.0	0.0	246.0	7.0	186.0	2866.0
116_2723	5.0	0.0	259.0	0.0	116.0	2723.0
3188_8718	12.0	0.0	250.0	2.0	3188.0	8718.0
173_2826	24.0	0.0	232.0	8.0	173.0	2826.0
415_3180	5.0	0.0	255.0	4.0	415.0	3180.0
135_3164	12.0	0.0	251.0	1.0	135.0	3164.0
186_419	16.0	0.0	241.0	7.0	186.0	419.0
407_3191	22.0	0.0	237.0	5.0	407.0	3191.0
3129_3188	23.0	0.0	236.0	5.0	3129.0	3188.0
172_395	18.0	0.0	239.0	7.0	172.0	395.0
186_3039	11.0	0.0	247.0	6.0	186.0	3039.0
3173_3180	12.0	0.0	247.0	5.0	3173.0	3180.0
142_2863	23.0	0.0	238.0	3.0	142.0	2863.0
1586_3039	10.0	0.0	248.0	6.0	1586.0	3039.0
1584_3129	15.0	0.0	244.0	5.0	1584.0	3129.0
135_140	22.0	0.0	240.0	2.0	135.0	140.0
3192_3193	25.0	0.0	235.0	4.0	3192.0	3193.0
1585_2863	7.0	0.0	255.0	2.0	1585.0	2863.0
141_157	21.0	0.0	238.0	5.0	141.0	157.0
3158_8718	2.0	0.0	261.0	1.0	3158.0	8718.0
159_412	13.0	0.0	248.0	3.0	159.0	412.0
4_2826	11.0	0.0	246.0	7.0	4.0	2826.0
3154_3186	19.0	0.0	239.0	6.0	3154.0	3186.0
3162_3175	14.0	0.0	248.0	2.0	3162.0	3175.0
142_394	25.0	0.0	234.0	5.0	142.0	394.0
412_1750	12.0	0.0	244.0	8.0	412.0	1750.0
2824_3129	22.0	0.0	236.0	6.0	2824.0	3129.0
3039_3131	12.0	0.0	250.0	2.0	3039.0	3131.0
118_140	21.0	0.0	242.0	1.0	118.0	140.0
1585_3180	3.0	0.0	257.0	4.0	1585.0	3180.0
419_3186	17.0	0.0	241.0	6.0	419.0	3186.0
1585_3158	4.0	0.0	259.0	1.0	1585.0	3158.0
3041_10924	10.0	0.0	250.0	4.0	3041.0	10924.0
3_3164	15.0	0.0	246.0	3.0	3.0	3164.0
172_3154	21.0	0.0	235.0	8.0	172.0	3154.0
165_1583	26.0	0.0	228.0	10.0	165.0	1583.0
188_394	14.0	1.0	242.0	7.0	188.0	394.0
135_3131	20.0	0.0	242.0	2.0	135.0	3131.0
395_3039	7.0	0.0	254.0	3.0	395.0	3039.0
2866_8719	3.0	0.0	257.0	4.0	2866.0	8719.0
147_2718	16.0	0.0	240.0	8.0	147.0	2718.0
154_3156	17.0	0.0	245.0	2.0	154.0	3156.0
187_2883	10.0	0.0	250.0	4.0	187.0	2883.0
147_2866	16.0	0.0	243.0	5.0	147.0	2866.0
3173_8719	14.0	0.0	248.0	2.0	3173.0	8719.0
141_2731	14.0	0.0	248.0	2.0	141.0	2731.0
164_2731	14.0	0.0	247.0	3.0	164.0	2731.0
116_3194	13.0	0.0	248.0	3.0	116.0	3194.0
2863_3039	7.0	0.0	255.0	2.0	2863.0	3039.0
135_3158	12.0	0.0	251.0	1.0	135.0	3158.0
122_159	12.0	0.0	251.0	1.0	122.0	159.0
2866_8730	12.0	0.0	247.0	5.0	2866.0	8730.0
3180_3187	11.0	0.0	249.0	4.0	3180.0	3187.0
147_2963	17.0	0.0	244.0	3.0	147.0	2963.0
154_8820	18.0	0.0	244.0	2.0	154.0	8820.0
119_138	11.0	0.0	243.0	10.0	119.0	138.0
144_3040	13.0	0.0	250.0	1.0	144.0	3040.0
2826_3129	23.0	0.0	234.0	7.0	2826.0	3129.0
138_154	20.0	0.0	235.0	9.0	138.0	154.0
147_395	20.0	0.0	240.0	4.0	147.0	395.0
187_3173	20.0	0.0	239.0	5.0	187.0	3173.0
394_3173	18.0	0.0	241.0	5.0	394.0	3173.0
122_142	21.0	0.0	240.0	3.0	122.0	142.0
157_3175	24.0	0.0	235.0	5.0	157.0	3175.0
3040_3191	15.0	0.0	247.0	2.0	3040.0	3191.0
3162_3173	13.0	0.0	249.0	2.0	3162.0	3173.0
139_3142	16.0	0.0	242.0	6.0	139.0	3142.0
1750_3179	17.0	0.0	235.0	12.0	1750.0	3179.0
177_3173	12.0	0.0	250.0	2.0	177.0	3173.0
2718_8718	3.0	0.0	256.0	5.0	2718.0	8718.0
164_183	19.0	0.0	238.0	7.0	164.0	183.0
2729_3162	6.0	0.0	257.0	1.0	2729.0	3162.0
3175_3188	23.0	0.0	237.0	4.0	3175.0	3188.0
146_412	20.0	0.0	238.0	6.0	146.0	412.0
143_166	30.0	0.0	229.0	5.0	143.0	166.0
188_3173	19.0	1.0	239.0	5.0	188.0	3173.0
178_3191	17.0	0.0	244.0	3.0	178.0	3191.0
118_395	14.0	0.0	248.0	2.0	118.0	395.0
143_190	19.0	0.0	240.0	5.0	143.0	190.0
1587_3173	12.0	0.0	249.0	3.0	1587.0	3173.0
412_3188	15.0	0.0	244.0	5.0	412.0	3188.0
190_8625	11.0	0.0	246.0	7.0	190.0	8625.0
3_2826	24.0	0.0	233.0	7.0	3.0	2826.0
165_8719	19.0	0.0	241.0	4.0	165.0	8719.0
418_2883	8.0	0.0	252.0	4.0	418.0	2883.0
139_146	28.0	0.0	232.0	4.0	139.0	146.0
1583_3192	24.0	0.0	232.0	8.0	1583.0	3192.0
394_3154	16.0	0.0	243.0	5.0	394.0	3154.0
141_418	16.0	0.0	243.0	5.0	141.0	418.0
147_190	25.0	0.0	234.0	5.0	147.0	190.0
136_3164	7.0	0.0	250.0	7.0	136.0	3164.0
120_3173	19.0	0.0	240.0	5.0	120.0	3173.0
147_187	24.0	1.0	234.0	5.0	147.0	187.0
172_8730	21.0	0.0	233.0	10.0	172.0	8730.0
3164_8727	3.0	0.0	260.0	1.0	3164.0	8727.0
164_188	17.0	1.0	240.0	6.0	164.0	188.0
138_407	13.0	0.0	240.0	11.0	138.0	407.0
143_3175	22.0	0.0	239.0	3.0	143.0	3175.0
395_3164	6.0	0.0	255.0	3.0	395.0	3164.0
157_3173	23.0	0.0	236.0	5.0	157.0	3173.0
2714_3154	15.0	0.0	239.0	10.0	2714.0	3154.0
141_164	20.0	0.0	241.0	3.0	141.0	164.0
141_3185	21.0	0.0	240.0	3.0	141.0	3185.0
2824_3179	18.0	0.0	235.0	11.0	2824.0	3179.0
420_2826	19.0	0.0	239.0	6.0	420.0	2826.0
141_172	23.0	0.0	235.0	6.0	141.0	172.0
1584_2729	6.0	0.0	254.0	4.0	1584.0	2729.0
8820_10924	4.0	0.0	257.0	3.0	8820.0	10924.0
1584_3041	12.0	0.0	249.0	3.0	1584.0	3041.0
187_2714	16.0	1.0	237.0	10.0	187.0	2714.0
2714_3040	9.0	0.0	248.0	7.0	2714.0	3040.0
143_1584	13.0	0.0	248.0	3.0	143.0	1584.0
4_2883	2.0	0.0	259.0	3.0	4.0	2883.0
146_394	23.0	0.0	235.0	6.0	146.0	394.0
166_418	26.0	0.0	230.0	8.0	166.0	418.0
1750_3156	9.0	0.0	249.0	6.0	1750.0	3156.0
418_2963	9.0	0.0	251.0	4.0	418.0	2963.0
149_2824	27.0	0.0	233.0	4.0	149.0	2824.0
119_3142	13.0	0.0	246.0	5.0	119.0	3142.0
2718_3131	15.0	0.0	246.0	3.0	2718.0	3131.0
142_159	27.0	0.0	235.0	2.0	142.0	159.0
165_3160	17.0	0.0	242.0	5.0	165.0	3160.0
3187_3188	21.0	0.0	240.0	3.0	3187.0	3188.0
119_2866	10.0	0.0	251.0	3.0	119.0	2866.0
2824_10924	14.0	0.0	247.0	3.0	2824.0	10924.0
2731_3040	6.0	0.0	257.0	1.0	2731.0	3040.0
412_419	10.0	0.0	248.0	6.0	412.0	419.0
186_3158	11.0	0.0	248.0	5.0	186.0	3158.0
1587_3154	9.0	0.0	251.0	4.0	1587.0	3154.0
138_3193	15.0	0.0	239.0	10.0	138.0	3193.0
2863_3164	6.0	0.0	256.0	2.0	2863.0	3164.0
149_1583	26.0	0.0	230.0	8.0	149.0	1583.0
2718_2883	7.0	0.0	255.0	2.0	2718.0	2883.0
2714_2866	9.0	0.0	246.0	9.0	2714.0	2866.0
111_144	12.0	1.0	248.0	3.0	111.0	144.0
1584_3154	11.0	0.0	248.0	5.0	1584.0	3154.0
1585_2826	13.0	0.0	246.0	5.0	1585.0	2826.0
1584_3192	17.0	0.0	243.0	4.0	1584.0	3192.0
172_2729	16.0	0.0	241.0	7.0	172.0	2729.0
135_188	17.0	1.0	241.0	5.0	135.0	188.0
143_2723	14.0	0.0	249.0	1.0	143.0	2723.0
143_3039	12.0	0.0	250.0	2.0	143.0	3039.0
147_3175	27.0	0.0	233.0	4.0	147.0	3175.0
140_157	24.0	0.0	236.0	4.0	140.0	157.0
159_2824	21.0	0.0	242.0	1.0	159.0	2824.0
173_3185	24.0	0.0	234.0	6.0	173.0	3185.0
111_154	17.0	1.0	243.0	3.0	111.0	154.0
401_10924	11.0	0.0	248.0	5.0	401.0	10924.0
122_395	8.0	0.0	253.0	3.0	122.0	395.0
394_1587	9.0	0.0	252.0	3.0	394.0	1587.0
119_1585	9.0	0.0	252.0	3.0	119.0	1585.0
122_1587	4.0	0.0	258.0	2.0	122.0	1587.0
157_3162	14.0	0.0	247.0	3.0	157.0	3162.0
394_2731	11.0	0.0	249.0	4.0	394.0	2731.0
142_3180	20.0	0.0	240.0	4.0	142.0	3180.0
136_2963	8.0	0.0	249.0	7.0	136.0	2963.0
111_147	15.0	1.0	243.0	5.0	111.0	147.0
122_3179	14.0	0.0	244.0	6.0	122.0	3179.0
164_3191	23.0	0.0	237.0	4.0	164.0	3191.0
3162_3180	3.0	0.0	258.0	3.0	3162.0	3180.0
419_2731	11.0	0.0	250.0	3.0	419.0	2731.0
3041_3193	20.0	0.0	241.0	3.0	3041.0	3193.0
420_3186	19.0	0.0	240.0	5.0	420.0	3186.0
136_183	19.0	0.0	238.0	7.0	136.0	183.0
173_401	22.0	0.0	235.0	7.0	173.0	401.0
149_3186	27.0	0.0	232.0	5.0	149.0	3186.0
135_3175	22.0	0.0	239.0	3.0	135.0	3175.0
3179_3191	22.0	0.0	233.0	9.0	3179.0	3191.0
177_1587	2.0	0.0	261.0	1.0	177.0	1587.0
3164_8719	4.0	0.0	259.0	1.0	3164.0	8719.0
140_3185	23.0	0.0	238.0	3.0	140.0	3185.0
407_8719	11.0	0.0	249.0	4.0	407.0	8719.0
1750_3158	10.0	0.0	249.0	5.0	1750.0	3158.0
3160_3186	12.0	0.0	248.0	4.0	3160.0	3186.0
177_3179	12.0	0.0	247.0	5.0	177.0	3179.0
146_3040	18.0	0.0	243.0	3.0	146.0	3040.0
183_1586	20.0	0.0	237.0	7.0	183.0	1586.0
116_3164	3.0	0.0	261.0	0.0	116.0	3164.0
159_395	14.0	0.0	248.0	2.0	159.0	395.0
3142_3179	15.0	0.0	239.0	10.0	3142.0	3179.0
146_2826	27.0	0.0	230.0	7.0	146.0	2826.0
2883_8625	2.0	0.0	257.0	5.0	2883.0	8625.0
401_2729	12.0	0.0	247.0	5.0	401.0	2729.0
139_3191	26.0	0.0	236.0	2.0	139.0	3191.0
3_142	31.0	0.0	228.0	5.0	3.0	142.0
120_3187	19.0	0.0	242.0	3.0	120.0	3187.0
1587_2718	5.0	0.0	255.0	4.0	1587.0	2718.0
418_1586	14.0	0.0	241.0	9.0	418.0	1586.0
1584_2863	8.0	0.0	253.0	3.0	1584.0	2863.0
138_2731	10.0	0.0	247.0	7.0	138.0	2731.0
122_3160	4.0	0.0	258.0	2.0	122.0	3160.0
3041_8719	12.0	0.0	251.0	1.0	3041.0	8719.0
122_188	11.0	1.0	248.0	4.0	122.0	188.0
111_143	11.0	1.0	249.0	3.0	111.0	143.0
178_420	10.0	0.0	249.0	5.0	178.0	420.0
142_3186	29.0	0.0	230.0	5.0	142.0	3186.0
159_420	17.0	0.0	245.0	2.0	159.0	420.0
116_3191	14.0	0.0	248.0	2.0	116.0	3191.0
146_3179	26.0	0.0	229.0	9.0	146.0	3179.0
2714_3162	9.0	0.0	248.0	7.0	2714.0	3162.0
164_165	27.0	0.0	232.0	5.0	164.0	165.0
8730_10924	10.0	0.0	247.0	7.0	8730.0	10924.0
4_2963	2.0	0.0	258.0	4.0	4.0	2963.0
135_183	20.0	0.0	239.0	5.0	135.0	183.0
116_3188	12.0	0.0	250.0	2.0	116.0	3188.0
147_1584	18.0	0.0	242.0	4.0	147.0	1584.0
138_187	13.0	1.0	239.0	11.0	138.0	187.0
2718_3158	7.0	1.0	254.0	2.0	2718.0	3158.0
136_139	18.0	0.0	239.0	7.0	136.0	139.0
187_419	16.0	0.0	243.0	5.0	187.0	419.0
118_3129	21.0	0.0	240.0	3.0	118.0	3129.0
1586_1750	15.0	0.0	238.0	11.0	1586.0	1750.0
144_183	21.0	0.0	238.0	5.0	144.0	183.0
144_401	20.0	0.0	240.0	4.0	144.0	401.0
164_3142	15.0	0.0	243.0	6.0	164.0	3142.0
3175_8730	20.0	0.0	237.0	7.0	3175.0	8730.0
3039_3193	13.0	0.0	248.0	3.0	3039.0	3193.0
146_418	22.0	0.0	235.0	7.0	146.0	418.0
142_10924	21.0	0.0	240.0	3.0	142.0	10924.0
120_2731	12.0	0.0	248.0	4.0	120.0	2731.0
183_3039	14.0	0.0	247.0	3.0	183.0	3039.0
166_3192	33.0	0.0	224.0	7.0	166.0	3192.0
135_2866	11.0	0.0	249.0	4.0	135.0	2866.0
119_401	16.0	0.0	243.0	5.0	119.0	401.0
157_2866	13.0	0.0	245.0	6.0	157.0	2866.0
136_420	14.0	0.0	242.0	8.0	136.0	420.0
120_3164	9.0	0.0	251.0	4.0	120.0	3164.0
188_2824	17.0	1.0	239.0	7.0	188.0	2824.0
118_143	19.0	0.0	244.0	1.0	118.0	143.0
418_3173	18.0	0.0	241.0	5.0	418.0	3173.0
2714_8719	10.0	0.0	247.0	7.0	2714.0	8719.0
141_8719	12.0	0.0	250.0	2.0	141.0	8719.0
122_412	7.0	0.0	253.0	4.0	122.0	412.0
412_3158	5.0	0.0	255.0	4.0	412.0	3158.0
3192_8719	16.0	1.0	244.0	3.0	3192.0	8719.0
111_3160	3.0	1.0	258.0	2.0	111.0	3160.0
109_116	8.0	0.0	252.0	4.0	109.0	116.0
122_407	12.0	0.0	248.0	4.0	122.0	407.0
187_395	14.0	0.0	245.0	5.0	187.0	395.0
144_3194	23.0	0.0	237.0	4.0	144.0	3194.0
394_3041	17.0	0.0	244.0	3.0	394.0	3041.0
135_394	17.0	0.0	243.0	4.0	135.0	394.0
177_183	11.0	0.0	249.0	4.0	177.0	183.0
136_186	15.0	0.0	238.0	11.0	136.0	186.0
1583_3188	21.0	0.0	235.0	8.0	1583.0	3188.0
1583_3041	19.0	0.0	238.0	7.0	1583.0	3041.0
119_3162	9.0	0.0	253.0	2.0	119.0	3162.0
394_8730	15.0	0.0	241.0	8.0	394.0	8730.0
3156_10924	2.0	0.0	258.0	4.0	3156.0	10924.0
419_420	14.0	0.0	245.0	5.0	419.0	420.0
116_2714	8.0	0.0	249.0	7.0	116.0	2714.0
418_2863	11.0	0.0	248.0	5.0	418.0	2863.0
157_2824	24.0	0.0	236.0	4.0	157.0	2824.0
3187_8718	10.0	0.0	252.0	2.0	3187.0	8718.0
120_2723	12.0	0.0	249.0	3.0	120.0	2723.0
1585_1586	10.0	0.0	248.0	6.0	1585.0	1586.0
147_3040	17.0	0.0	245.0	2.0	147.0	3040.0
187_3175	21.0	0.0	238.0	5.0	187.0	3175.0
159_2963	10.0	0.0	252.0	2.0	159.0	2963.0
139_1583	22.0	0.0	235.0	7.0	139.0	1583.0
3156_3175	14.0	0.0	248.0	2.0	3156.0	3175.0
144_2731	15.0	0.0	247.0	2.0	144.0	2731.0
2718_3156	6.0	0.0	255.0	3.0	2718.0	3156.0
119_2826	18.0	0.0	240.0	6.0	119.0	2826.0
420_3175	20.0	0.0	240.0	4.0	420.0	3175.0
187_3194	21.0	0.0	237.0	6.0	187.0	3194.0
1583_8625	11.0	0.0	243.0	10.0	1583.0	8625.0
116_394	8.0	0.0	253.0	3.0	116.0	394.0
142_420	26.0	0.0	234.0	4.0	142.0	420.0
141_3191	24.0	0.0	238.0	2.0	141.0	3191.0
122_2826	13.0	0.0	245.0	6.0	122.0	2826.0
407_3173	20.0	0.0	239.0	5.0	407.0	3173.0
119_186	16.0	0.0	241.0	7.0	119.0	186.0
154_3162	17.0	0.0	245.0	2.0	154.0	3162.0
142_3191	31.0	0.0	229.0	4.0	142.0	3191.0
164_3180	12.0	0.0	248.0	4.0	164.0	3180.0
116_8820	3.0	0.0	260.0	1.0	116.0	8820.0
188_2826	18.0	1.0	237.0	8.0	188.0	2826.0
394_2883	8.0	0.0	252.0	4.0	394.0	2883.0
165_3039	18.0	0.0	241.0	5.0	165.0	3039.0
186_3040	11.0	0.0	248.0	5.0	186.0	3040.0
119_172	21.0	0.0	237.0	6.0	119.0	172.0
1750_3129	20.0	0.0	236.0	8.0	1750.0	3129.0
119_415	10.0	0.0	250.0	4.0	119.0	415.0
118_412	13.0	0.0	248.0	3.0	118.0	412.0
2826_3131	21.0	0.0	238.0	5.0	2826.0	3131.0
3_190	21.0	0.0	235.0	8.0	3.0	190.0
419_1750	14.0	0.0	242.0	8.0	419.0	1750.0
3164_3185	13.0	0.0	249.0	2.0	3164.0	3185.0
3180_3186	13.0	0.0	246.0	5.0	3180.0	3186.0
190_8820	12.0	0.0	248.0	4.0	190.0	8820.0
3_146	27.0	0.0	229.0	8.0	3.0	146.0
1586_3186	19.0	0.0	237.0	8.0	1586.0	3186.0
2718_3040	7.0	0.0	255.0	2.0	2718.0	3040.0
394_3192	21.0	0.0	238.0	5.0	394.0	3192.0
141_3164	12.0	0.0	251.0	1.0	141.0	3164.0
177_2883	2.0	0.0	261.0	1.0	177.0	2883.0
183_3156	11.0	0.0	248.0	5.0	183.0	3156.0
1585_8727	3.0	0.0	259.0	2.0	1585.0	8727.0
2826_8727	11.0	0.0	247.0	6.0	2826.0	8727.0
183_8719	12.0	0.0	247.0	5.0	183.0	8719.0
154_173	28.0	0.0	230.0	6.0	154.0	173.0
4_3164	3.0	0.0	259.0	2.0	4.0	3164.0
142_3131	28.0	0.0	233.0	3.0	142.0	3131.0
109_1586	16.0	0.0	240.0	8.0	109.0	1586.0
122_139	15.0	0.0	247.0	2.0	122.0	139.0
2729_3158	6.0	0.0	257.0	1.0	2729.0	3158.0
139_2883	13.0	0.0	249.0	2.0	139.0	2883.0
2866_3194	16.0	0.0	245.0	3.0	2866.0	3194.0
109_394	16.0	0.0	243.0	5.0	109.0	394.0
2723_8718	5.0	0.0	259.0	0.0	2723.0	8718.0
3040_3131	12.0	0.0	251.0	1.0	3040.0	3131.0
139_190	23.0	0.0	238.0	3.0	139.0	190.0
109_419	17.0	0.0	244.0	3.0	109.0	419.0
172_415	17.0	0.0	241.0	6.0	172.0	415.0
157_3187	22.0	0.0	238.0	4.0	157.0	3187.0
120_3188	19.0	0.0	240.0	5.0	120.0	3188.0
183_3186	22.0	0.0	236.0	6.0	183.0	3186.0
120_3156	11.0	0.0	251.0	2.0	120.0	3156.0
187_412	14.0	0.0	245.0	5.0	187.0	412.0
3179_8727	11.0	0.0	246.0	7.0	3179.0	8727.0
172_183	23.0	0.0	232.0	9.0	172.0	183.0
159_183	20.0	0.0	241.0	3.0	159.0	183.0
157_159	22.0	0.0	240.0	2.0	157.0	159.0
2731_3187	14.0	0.0	248.0	2.0	2731.0	3187.0
2723_2729	7.0	0.0	255.0	2.0	2723.0	2729.0
165_3142	23.0	0.0	235.0	6.0	165.0	3142.0
3039_3191	15.0	0.0	246.0	3.0	3039.0	3191.0
3158_8820	3.0	0.0	259.0	2.0	3158.0	8820.0
172_8718	14.0	0.0	245.0	5.0	172.0	8718.0
146_1750	23.0	0.0	232.0	9.0	146.0	1750.0
186_2883	10.0	0.0	248.0	6.0	186.0	2883.0
138_2963	6.0	0.0	249.0	9.0	138.0	2963.0
2824_2883	11.0	0.0	249.0	4.0	2824.0	2883.0
395_3186	16.0	0.0	243.0	5.0	395.0	3186.0
395_1584	8.0	0.0	252.0	4.0	395.0	1584.0
138_3162	6.0	0.0	250.0	8.0	138.0	3162.0
